assertion_id,CPI_baseline_only,nonportability_score_baseline_only,CPI_tier_baseline_only,included_features,excluded_features_due_to_leakage
1480581,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1439521,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1328938,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1035886,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1021015,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
869430,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
656670,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
581079,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
572162,34.7692,65.2308,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
463600,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
404183,27.6923,72.3077,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1457736,33.8462,66.1538,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1799347,29.2308,70.7692,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1517713,40.9231,59.0769,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1467722,60.0,40.0,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1707563,30.7692,69.2308,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1218634,36.9231,63.0769,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1802109,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1786030,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1778018,32.3077,67.6923,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1771701,32.3077,67.6923,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1769838,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1723453,46.1538,53.8462,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1711271,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1709048,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1708065,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1522663,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1500718,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1500707,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1493047,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1488375,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1457098,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1454915,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1454509,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1454382,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1452627,32.3077,67.6923,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1451451,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1449449,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1445000,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1439097,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1438413,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1437397,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1426804,32.3077,67.6923,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1416082,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1414164,32.3077,67.6923,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1411474,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1384067,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1350731,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1343361,50.1538,49.8462,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1342782,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1342708,59.3846,40.6154,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1331817,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1212402,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1185948,30.1538,69.8462,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1179766,61.5385,38.4615,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1171410,39.3846,60.6154,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1076090,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1075209,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1074347,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1072801,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1069232,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1067022,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1066272,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1056776,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1038475,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1037124,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1018501,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
1004846,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
992394,46.1538,53.8462,low_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
983505,52.3077,47.6923,intermediate_portability,evidence_collision_index;regime_membership_count;single_model_repair_required;is_unanchored_assertion_state;is_disease_model_collision;is_penetrance_boundary;is_ancestry_concentrated;regime_tension_class;baseline_review_category;number_submitters_2023-01;allele_anchoring_state;is_canonical_monogenic;curation_tier,classification_change;condition_label_change;number_submitters_2026-04;plp_destabilized;review_status_2026-04;review_status_change;review_weakened
