assertion_id,domain,gene,baseline_condition_proxy,followup_condition_proxy,baseline_env_proxy,followup_env_proxy,disease_architecture_regime,VCEP_covered_gene,VCEP_or_CSpec_resource,cab_balanced_direct_use_allowed,disease_specific_expert_review_required,population_or_penetrance_review_required,external_proxy_agreement_label
CM_181349,cardiomyopathy,MYH7,,not provided;Hypertrophic cardiomyopathy;Cardiovascular phenotype;Cardiomyopathy,HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,True,False,False,external_proxy_agrees_direct_use
CM_1069300,cardiomyopathy,DSP,,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_927713,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_254591,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_647970,hereditary_cancer,BRCA1,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 1","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_90582,hereditary_cancer,MSH2,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1453099,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_55379,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1747979,hereditary_cancer,BRCA2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1050253,hereditary_cancer,BRCA1,Malignant tumor of breast,Malignant tumor of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_266163,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_90653,hereditary_cancer,MSH2,Lynch syndrome,Lynch syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1076578,hereditary_cancer,PTEN,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1445707,hereditary_cancer,CHEK2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_187534,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_254631,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_38164,hereditary_cancer,BRCA2,"Fanconi anemia complementation group D1;Breast-ovarian cancer, familial, susceptibility to, 2;not provided;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome;8 conditions;BRCA2-Related Disorders;Neoplasm of stomach","Fanconi anemia complementation group D1;Breast-ovarian cancer, familial, susceptibility to, 2;not provided;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome;8 conditions;BRCA2-related disorder;Gastric cancer;Familial cancer of breast;BRCA2-related cancer predisposition;Inherited breast cancer and ovarian cancer",hereditary breast/ovarian cancer,gastric cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_219561,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_433561,hereditary_cancer,APC,Familial multiple polyposis syndrome,Familial multiple polyposis syndrome,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1380418,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1741277,hereditary_cancer,MLH1,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_422153,hereditary_cancer,MSH6,not provided;Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms,not provided;Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 5;Endometrial carcinoma,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1769083,hereditary_cancer,PMS2,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_1678146,cardiomyopathy,DSG2,,not provided;Arrhythmogenic right ventricular dysplasia 10,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_817482,cardiomyopathy,PKP2,,not provided,other/unknown,other/unknown,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_51551,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_37553,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;not provided;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_267062,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_54495,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;not provided;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;not provided;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome;BRCA1-related cancer predisposition",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_441413,hereditary_cancer,BRCA2,"Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2","Hereditary cancer-predisposing syndrome;Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_224535,hereditary_cancer,MSH6,Lynch syndrome;Hereditary cancer-predisposing syndrome;not provided;Hereditary nonpolyposis colorectal neoplasms,Lynch syndrome;Hereditary cancer-predisposing syndrome;not provided;Hereditary nonpolyposis colorectal neoplasms;Endometrial carcinoma;Lynch syndrome 5,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_267012,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1070111,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_181395,cardiomyopathy,MYH7,,not provided;Hypertrophic cardiomyopathy,HCM,HCM,nonspecific_underresolved,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,True,False,False,external_proxy_agrees_direct_use
CANCER_659263,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CM_941359,cardiomyopathy,DSP,,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,ARVC/ACM,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_484160,hereditary_cancer,PALB2,Hereditary cancer-predisposing syndrome;Familial cancer of breast,Hereditary cancer-predisposing syndrome;Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_51178,hereditary_cancer,BRCA2,"Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2","Hereditary breast ovarian cancer syndrome;Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_267087,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 2;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_55556,hereditary_cancer,BRCA1,"Familial cancer of breast;Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1;Familial cancer of breast",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1686108,hereditary_cancer,PTEN,Cowden syndrome 1,Cowden syndrome 1,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1073299,hereditary_cancer,BRCA1,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_832387,hereditary_cancer,CHEK2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1400575,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1456181,hereditary_cancer,PALB2,Familial cancer of breast;Hereditary cancer-predisposing syndrome,Familial cancer of breast;Hereditary cancer-predisposing syndrome,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_246291,hereditary_cancer,PALB2,not provided;Familial cancer of breast,not provided;Familial cancer of breast;Hereditary cancer-predisposing syndrome,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
ARR_560686,inherited_arrhythmia,KCNH2,long qt syndrome 2,long qt syndrome 2,LQTS,LQTS,syndrome_organ_boundary,True,ClinGen Potassium Channel Arrhythmia VCEP,True,False,False,external_proxy_agrees_direct_use
CANCER_1073539,hereditary_cancer,PTEN,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome,PTEN hamartoma tumor syndrome / Cowden,PTEN hamartoma tumor syndrome / Cowden,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1071636,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_407478,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome;not provided;Hereditary cancer-predisposing syndrome,Ataxia-telangiectasia syndrome;not provided;Hereditary cancer-predisposing syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1073236,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_156482,hereditary_cancer,APC,Familial adenomatous polyposis 1;Carcinoma of colon;Hereditary cancer-predisposing syndrome;Familial multiple polyposis syndrome,Familial adenomatous polyposis 1;Carcinoma of colon;Hereditary cancer-predisposing syndrome;Familial multiple polyposis syndrome;not provided,colorectal cancer / polyposis,colorectal cancer / polyposis,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_956814,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_1454796,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome;Hereditary cancer-predisposing syndrome,syndromic cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_requires_disease_specific_interpretation
CANCER_1069557,hereditary_cancer,ATM,Ataxia-telangiectasia syndrome,Ataxia-telangiectasia syndrome,syndromic cancer predisposition,syndromic cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_265513,hereditary_cancer,ATM,not provided;Hereditary cancer-predisposing syndrome,not provided;Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,False,True,ambiguous
CANCER_125861,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome;Hereditary cancer-predisposing syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary cancer-predisposing syndrome;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_632701,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_487411,hereditary_cancer,PALB2,Familial cancer of breast;not provided,Familial cancer of breast;not provided;Hereditary cancer-predisposing syndrome,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CM_372125,cardiomyopathy,DSP,,"Cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis",nonspecific cardiomyopathy,nonspecific cardiomyopathy,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_479058,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,True,external_proxy_requires_disease_specific_interpretation
CANCER_187213,hereditary_cancer,ATM,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome,Hereditary cancer-predisposing syndrome;Ataxia-telangiectasia syndrome;Familial cancer of breast,pan-cancer / nonspecific cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_267144,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2;not provided",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CM_935240,cardiomyopathy,PKP2,,Arrhythmogenic right ventricular dysplasia 9,other/unknown,other/unknown,structural_functional_overlap,True,ClinGen Inherited Cardiomyopathy VCEP/CSpec gene-level scope,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548392,hereditary_cancer,BRCA2,"Breast-ovarian cancer, familial, susceptibility to, 2","Breast-ovarian cancer, familial, susceptibility to, 2",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_531563,hereditary_cancer,BRCA2,Hereditary breast ovarian cancer syndrome,Hereditary breast ovarian cancer syndrome,hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_125822,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1745394,hereditary_cancer,MSH6,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome;Hereditary nonpolyposis colorectal neoplasms,pan-cancer / nonspecific cancer predisposition,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_548228,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_1315517,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome","Breast-ovarian cancer, familial, susceptibility to, 1;Hereditary breast ovarian cancer syndrome",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_455464,hereditary_cancer,MLH1,Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome,"Hereditary nonpolyposis colorectal neoplasms;Hereditary cancer-predisposing syndrome;Colorectal cancer, hereditary nonpolyposis, type 2;Gastric cancer",colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_833454,hereditary_cancer,PALB2,Familial cancer of breast,Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_90294,hereditary_cancer,MLH1,Lynch syndrome,Lynch syndrome;Hereditary cancer-predisposing syndrome,Lynch syndrome / mismatch repair cancer predisposition,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
CANCER_548278,hereditary_cancer,BRCA1,"Breast-ovarian cancer, familial, susceptibility to, 1","Breast-ovarian cancer, familial, susceptibility to, 1",hereditary breast/ovarian cancer,hereditary breast/ovarian cancer,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_525719,hereditary_cancer,PMS2,"Hereditary nonpolyposis colorectal neoplasms;Colorectal cancer, hereditary nonpolyposis, type 4;Hereditary cancer-predisposing syndrome",Hereditary nonpolyposis colorectal neoplasms;Lynch syndrome 4;Hereditary cancer-predisposing syndrome,colorectal cancer / polyposis,Lynch syndrome / mismatch repair cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_232837,hereditary_cancer,CHEK2,Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast,Hereditary cancer-predisposing syndrome;not provided;Familial cancer of breast,breast cancer predisposition,breast cancer predisposition,nonspecific_underresolved,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,True,external_proxy_agrees_direct_use
CANCER_1781034,hereditary_cancer,APC,Hereditary cancer-predisposing syndrome,Hereditary cancer-predisposing syndrome,pan-cancer / nonspecific cancer predisposition,pan-cancer / nonspecific cancer predisposition,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,False,True,False,external_proxy_requires_disease_specific_interpretation
CANCER_969094,hereditary_cancer,APC,Familial adenomatous polyposis 1,Familial adenomatous polyposis 1,colorectal cancer / polyposis,colorectal cancer / polyposis,modifier_penetrance_boundary,True,ClinGen hereditary cancer / gene-specific expert curation scope candidate,True,False,False,external_proxy_agrees_direct_use
